   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   3.6414291e-01   4.1371685e-01   5.9080138e-01   1.4097260e-05  -1.5235738e-05   3.2804070e-09  -1.2303330e-05  -8.3960947e-06  -4.0764981e-06   8.8658962e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.2293739e-22  -4.2290699e-22  -4.2294298e-22  -1.6062287e-06   1.3995317e-06   2.2521889e-06
   2.0000000e+00  -4.5622426e-02   2.6863344e-01  -7.2632776e-02  -8.5655409e-06  -4.0189529e-05   3.7200662e-08   1.8045544e-05  -4.6396364e-07  -3.7179010e-06  -1.4488032e+00   2.4671107e-12  -1.7881426e-11   1.8293215e-12   2.4657402e-12  -1.7871493e-11   1.8283053e-12  -8.4590719e-06  -1.4036376e-06  -2.2787207e-06
   3.0000000e+00   1.4590096e-01  -1.2111808e-01  -2.7278101e-02  -1.1659341e-05  -1.2477792e-05  -4.1735334e-08   3.4471871e-07   1.0521707e-07  -5.9178900e-08   2.2455220e+01  -4.6849574e-11   3.8193211e-11  -3.9120943e-12  -4.6815672e-11   3.8165572e-11  -3.9092632e-12   1.0085501e-05   1.2129703e-05  -2.3280588e-06
   4.0000000e+00  -4.1935804e-02  -8.2315848e-02   4.6614608e-02   2.8553678e-05   1.0441059e-04  -2.2246823e-08  -4.2383649e-05  -7.8065065e-07  -1.4410057e-06  -1.1391984e+01   3.5834964e-11   6.7077523e-11  -6.8591035e-12   3.5802924e-11   6.7017539e-11  -6.8529694e-12   1.2347241e-05  -5.8691915e-06   7.0524551e-06
   5.0000000e+00   4.7323182e-02   4.9479573e-03   1.8028608e-02   2.8908008e-05  -6.2043591e-05  -1.4585172e-10  -2.8344918e-05   3.7329752e-07   8.0702600e-07   1.5726101e+00  -7.6166180e-11  -3.5950635e-12   3.5565253e-13  -7.6084982e-11  -3.5912856e-12   3.5527833e-13  -4.7697385e-07   1.1207930e-05   4.0437860e-06
   6.0000000e+00  -8.2876353e-03  -4.4098835e-02   3.1543156e-02   4.2318525e-05   9.5366733e-05  -2.8815930e-08  -5.8846810e-05  -1.6464924e-07   3.1200985e-07   2.1072048e+01   2.3067971e-11   1.2874136e-10  -1.3179999e-11   2.3039767e-11   1.2858216e-10  -1.3163698e-11   1.4755186e-05  -1.5700665e-06   9.3530662e-06
   7.0000000e+00   6.2677592e-03   1.5938653e-02   5.3170742e-02   1.1901288e-04  -3.3785824e-05   1.0436275e-08  -1.1048306e-04  -2.2075562e-07   8.6704384e-07  -2.4833769e+00   1.3991362e-11  -7.8004283e-11   7.9971609e-12   1.3971615e-11  -7.7894530e-11   7.9859069e-12  -7.5059605e-06   7.5886869e-07   2.0737017e-05
   8.0000000e+00   7.7023832e-03  -4.3260872e-02  -9.2667505e-03  -3.7079916e-05   8.4178156e-05  -3.6929274e-08   7.9523482e-06   2.2815031e-08  -2.6327899e-07   1.0180586e+01  -1.2377705e-10   3.1100389e-10  -3.1898738e-11  -1.2357969e-10   3.1051260e-10  -3.1848337e-11   2.5895116e-05   1.0127520e-05  -5.1046481e-06
   9.0000000e+00  -2.0544461e-03   4.3879897e-02  -2.0345496e-02  -4.0378091e-05  -1.1617256e-04   4.6965695e-08   7.4051853e-05   2.9141406e-07   3.2550874e-07   4.3580638e+00   1.1439523e-10  -4.1124022e-10   4.2188018e-11   1.1419090e-10  -4.1052091e-10   4.2114205e-11  -2.9984956e-05  -9.9151232e-06  -9.3845417e-06
